0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,label
0.023782065,0.02790633,0.026367461,0.027231703,0.02669379,0.027034767,0.0268183,0.026902933,0.02708929,0.026537543,0.02764592,0.025684696,0.028874734,0.023864258,0.03170752,0.018836692,0.044422105,0.12390697,-0.05013488,-0.026364207,-0.03949626,-0.0326686,-0.037116755,-0.035856202,-0.03662523,-0.03691575,-0.034043085,0.025622034,0.027147882,0.026842713,0.026673445,0.027533617,0.025756309,0.028993547,0.023555834,0.03225927,0.018621853,0.04072264,0.008871075,0.07994791,0.84397686,0.010962504,-0.023635585,-0.03574227,-0.02822452,-0.03471934,-0.030273633,-0.036359932,-0.03296889,-0.027680097,-0.027859945,-0.028731508,-0.028672917,-0.029302787,-0.030136917,-0.02973572,-0.029930215,-0.02990336,-0.029755251,-0.030097855,-0.029460661,-0.031235527,-0.030516954,-0.030158889,-0.0314878,-0.029481005,-0.030074256,-0.029798381,-0.02984558,-0.030088903,-0.031531744,-0.029653527,-0.029987993,-0.029806519,-0.02993103,-0.029809775,-0.029961139,-0.029772341,-0.030020544,-0.029616093,-0.030650415,-0.03122983,-0.029377654,-0.030525092,-0.03205501,-0.03214534,-0.031652186,-0.029970905,-0.029446013,-0.030560898,-0.028700585,-0.03162289,-0.02701605,-0.034585882,-0.020114334,-0.097792596,-0.13390839,-0.12228754,-0.12870017,-0.12889548,-0.12584378,-0.13280165,-0.12142493,-0.14551297,-0.054069534,0.044546615,0.018061968,0.032325186,0.023512702,0.029134333,0.025576463,0.027769614,0.026491158,0.027155206,0.02688747,0.02689398,0.026898865,0.026888285,0.026890727,0.026902933,0.026889913,0.026889099,0.026899679,0.026893167,0.02688747,0.026895609,0.026897237,0.026888285,0.02689154,0.026902119,0.026889913,0.026889099,0.026901305,0.026892353,0.026888285,0.026896423,0.026895609,0.02688747,0.026892353,0.02690049,0.026889099,0.026889913,0.026902933,0.026912699,0.026873637,0.026955016,0.0268183,0.027034767,0.02669379,0.027231703,0.026367461,0.02790633,0
0.025369024,0.031592872,0.030192344,0.029010724,0.029317522,0.029014794,0.029453425,0.028633127,0.03109158,0.02994658,0.029764293,0.02779167,0.031689715,0.025202196,0.03559427,0.0183322,0.053091522,0.17282413,-0.07072224,-0.044379923,-0.060082775,-0.0498087,-0.057180807,-0.051284913,-0.056799952,-0.0504166,-0.060140554,-0.034476124,0.036491875,0.02564571,0.031360943,0.027790042,0.028607085,0.0317776,0.023607172,0.03931572,0.012850525,0.05362211,-0.020395966,0.10216293,-0.09596187,0.48946086,0.66666317,-0.12227163,-0.001289447,-0.07938338,-0.029968552,-0.064222515,-0.042954165,-0.055720057,-0.047938615,-0.04998692,-0.051545326,-0.051057052,-0.050580174,-0.05310373,-0.051300373,-0.048500944,-0.05149894,-0.05069573,-0.051173422,-0.050844654,-0.05107821,-0.050904874,-0.05107984,-0.050814543,-0.05138338,-0.05389473,-0.054159213,-0.051542882,-0.050882086,-0.050860114,-0.052976776,-0.05164949,-0.050375912,-0.053197313,-0.051512774,-0.05082675,-0.050984625,-0.051173422,-0.05388578,-0.054087598,-0.05355701,-0.04942785,-0.054340687,-0.053756386,-0.053911004,-0.050331965,-0.053109426,-0.051607985,-0.051305257,-0.05496649,-0.047142733,-0.047074374,-0.049794868,-0.04937658,-0.047261544,-0.048929,-0.046809077,-0.049872175,-0.045048855,-0.05410794,0.01333717,0.03411643,0.026602726,0.030802686,0.02817415,0.029866016,0.028792629,0.029442033,0.029079083,0.029262185,0.029183248,0.029178364,0.029171854,0.029178364,0.029183248,0.029172668,0.02917511,0.02918813,0.029174296,0.029172668,0.029184874,0.02917755,0.029171854,0.029179992,0.02918162,0.029171854,0.029175924,0.029187316,0.029173482,0.029173482,0.029186502,0.029176736,0.029171854,0.02918162,0.029180806,0.029171854,0.029176736,0.029185688,0.029172668,0.029174296,0.02918813,0.02919871,0.029156392,0.029244281,0.029096171,0.029330542,0.028961083,0.02954457,0.028607085,0.030276164,0
0.094456375,0.10864884,0.10401838,0.10876277,0.10335108,0.107517675,0.104173005,0.10674457,0.10270005,0.11228647,0.09850904,0.12153111,0.02408894,-0.01802866,0.0019421051,-0.011924436,0.004210132,0.0008964689,0.008772635,0.0030328252,0.014030519,0.0014703522,0.07101277,0.114190735,0.09988434,0.10918594,0.10342432,0.10667133,0.10291977,0.10907201,0.10323715,0.11081351,0.09940421,0.11989539,0.08242859,0.2011684,0.07179482,-0.046023782,-0.033134192,-0.068883084,-0.060214616,-0.07187294,-0.0677096,-0.07588817,-0.076979466,-0.08054711,-0.08299824,-0.08539891,-0.084967606,-0.086896285,-0.089443445,-0.08935393,-0.0893702,-0.09129074,-0.09154301,-0.09142095,-0.09152674,-0.0914535,-0.09146977,-0.09147791,-0.09148605,-0.091461636,-0.09146977,-0.09151046,-0.09144536,-0.09148605,-0.09147791,-0.0915186,-0.09138026,-0.091640666,-0.09097336,-0.08917489,-0.08948413,-0.08933765,-0.08941903,-0.08932951,-0.089476,-0.08929696,-0.08950855,-0.087693796,-0.087164834,-0.08736828,-0.087213665,-0.08741711,-0.08714042,-0.087514766,-0.08680677,-0.085903466,-0.08747408,-0.08735201,-0.086790495,-0.08492692,-0.08566747,-0.084633954,-0.08633477,-0.08353534,-0.08802745,-0.08098818,-0.09196618,-0.07420363,-0.10731423,0.021552362,0.12783796,0.096612915,0.11254688,0.10060862,0.10948704,0.102488466,0.102455914,0.09818353,0.09627112,0.09320314,0.09051764,0.08777518,0.08503271,0.08233907,0.07962427,0.076872855,0.07416213,0.07147174,0.06871463,0.06599251,0.06329725,0.060558848,0.05782778,0.05512356,0.052403066,0.04966467,0.046953127,0.044248097,0.041504003,0.038785137,0.03607929,0.033344965,0.030620402,0.027909674,0.025185112,0.022457294,0.019742498,0.017024446,0.014295001,0.011576949,0.008858083,0.0061163493,0.0034213276,0.0006507781,-0.001980516,-0.004857989,-0.007337113,-0.010431949,-0.012557563,-0.016358767,0
-0.06933079,-0.08135209,-0.076866485,-0.07938842,-0.07781536,-0.07881551,-0.07817424,-0.07865357,-0.07838664,-0.07862915,-0.078662515,-0.07852173,-0.078668214,-0.07816692,-0.07877075,-0.0782898,-0.07615116,0.09929859,0.11290515,0.06946588,0.051075052,0.035952404,0.029834336,0.023778928,0.01991587,0.01848767,0.012325655,-0.07567266,-0.07887085,-0.07831666,-0.078531496,-0.078498945,-0.078457445,-0.078594975,-0.078441165,-0.0787618,-0.078161225,-0.07916544,-0.07736208,-0.079958886,0.0033871545,0.07581344,0.08669299,0.087563746,0.087832294,0.08762071,0.08750678,0.08810084,0.08862981,0.088947184,0.0887356,0.08862167,0.08862981,0.088572845,0.088524014,0.08824733,0.0883694,0.0882636,0.08841009,0.08814154,0.08801947,0.088133395,0.08822291,0.088255465,0.088149674,0.08801133,0.08823919,0.08806829,0.08821478,0.08779161,0.08809271,0.08680692,0.08704292,0.08757188,0.08707547,0.08727892,0.08719754,0.087262645,0.08748236,0.08744981,0.08755561,0.087441675,0.08737657,0.08737657,0.08749864,0.08776719,0.08757188,0.087563746,0.08743354,0.08737657,0.087246366,0.08746609,0.08757188,0.087547466,0.08753933,0.08790553,0.088499606,0.09118511,0.089704014,0.0938462,0.087636985,0.09724784,0.08166377,0.1100813,0.010072272,-0.09776053,-0.06872208,-0.084349275,-0.07468634,-0.08087521,-0.07695193,-0.0793518,-0.07796917,-0.078688554,-0.078383386,-0.078402914,-0.078415126,-0.07838583,-0.078393154,-0.07842814,-0.07839071,-0.07838664,-0.07841919,-0.078399666,-0.0783842,-0.07840617,-0.07841106,-0.07838502,-0.07839559,-0.078425705,-0.078389086,-0.078388266,-0.07842326,-0.07839641,-0.0783842,-0.078409426,-0.0784078,-0.0783842,-0.078398034,-0.07842164,-0.078387454,-0.0783899,-0.07842814,-0.078457445,-0.0783427,-0.07857951,-0.078181565,-0.07881144,-0.077817805,-0.079386786,-0.0768673,-0.08135209,0
0.06535277,0.07670835,0.07244085,0.074880585,0.07329858,0.07440126,0.073522374,0.07455914,0.07486919,0.073701404,0.074176654,0.073642,0.07425559,0.07459657,0.076163925,0.072007105,0.076828785,0.03461523,-0.0084877955,0.023972528,0.03330585,0.041245963,0.042791348,0.0458699,0.044492975,0.047171146,0.045140747,0.052988093,0.0770127,0.074542046,0.075714715,0.07392845,0.07598326,0.07515239,0.0740375,0.07655373,0.07382592,0.077811845,0.07013051,0.08189136,0.062273398,0.107834876,0.0067458036,-0.09827288,-0.07381534,-0.08924799,-0.08187508,-0.08911778,-0.08626139,-0.089532815,-0.08923985,-0.09084301,-0.091607966,-0.09124176,-0.09196603,-0.09305651,-0.09283679,-0.09298327,-0.09276354,-0.09406561,-0.09457829,-0.09418767,-0.09551415,-0.09602683,-0.09586407,-0.09588035,-0.09607566,-0.09745909,-0.09736144,-0.09745096,-0.09740213,-0.09740213,-0.09741027,-0.09744282,-0.09738585,-0.09741027,-0.097434685,-0.097418405,-0.097345166,-0.09859026,-0.09915991,-0.09810199,-0.097239375,-0.09755675,-0.09726378,-0.09758116,-0.0983624,-0.09808571,-0.09818336,-0.09715799,-0.09760558,-0.09721496,-0.097646266,-0.09694641,-0.096051246,-0.093910985,-0.0911848,-0.09166493,-0.09065584,-0.08818193,-0.08713214,-0.08413741,-0.08638346,-0.08056407,-0.08906081,-0.075598344,-0.10007949,-0.021322025,0.09117666,0.06529418,0.07920911,0.0706139,0.07611347,0.07262232,0.074764214,0.07352563,0.07416852,0.07389916,0.07390404,0.0739374,0.0739016,0.073898345,0.07392845,0.07391055,0.07389509,0.07391625,0.07392113,0.0738959,0.07390648,0.073934965,0.07389997,0.07389916,0.07393252,0.07390729,0.0738959,0.073919505,0.07391787,0.0738959,0.073908925,0.0739309,0.073898345,0.07390078,0.0739374,0.07396426,0.07385684,0.07407982,0.07370466,0.074298725,0.07336206,0.07484071,0.072466075,0.0766937,0
-0.10249685,-0.1248191,-0.121856906,-0.12242656,-0.12543759,-0.11859361,-0.132249,-0.10082044,-0.060717683,0.013905229,0.11218095,0.13019826,0.16238365,0.1646704,0.17509505,0.1683406,0.16620032,0.16743729,0.16459715,0.16899976,0.16274172,0.17231189,0.15627208,0.18516977,0.09637714,-0.117283404,-0.10765627,-0.123679794,-0.11972478,-0.120864086,-0.12779757,-0.095555216,-0.026715096,0.0033445952,0.03258659,0.03504261,0.041884955,0.042885102,0.043611817,0.043947097,0.044047195,0.044238437,0.044414215,0.04410823,0.044382475,0.04435155,0.04440038,0.044336904,0.044532213,0.044809718,0.044624172,0.04438492,0.044119623,0.044281565,0.04397558,0.044212393,0.0441774,0.04422867,0.043978024,0.04402278,0.044002436,0.04400976,0.043986976,0.04407649,0.044386547,0.04434911,0.044399567,0.04434911,0.044391427,0.04408463,0.0439886,0.04400976,0.04400081,0.044021968,0.04399674,0.044004876,0.044021968,0.044003252,0.04399918,0.044017084,0.044008132,0.043998368,0.04400976,0.044014644,0.04399918,0.044003252,0.044024408,0.04400081,0.044001624,0.0440179,0.044008948,0.04398779,0.04425064,0.044140782,0.04435562,0.044586737,0.04401627,0.044721827,0.043525554,0.045885548,0.04207538,0.048075456,0.038367756,0.05578286,-0.010895833,-0.08646518,-0.070203215,-0.0797685,-0.07382295,-0.07764451,-0.07522105,-0.07669238,-0.07585336,-0.07628874,-0.07609913,-0.07610971,-0.07612191,-0.07609343,-0.07609994,-0.076134115,-0.076098315,-0.07609424,-0.07612598,-0.07610645,-0.0760918,-0.07611296,-0.07611784,-0.0760918,-0.07610238,-0.07613249,-0.076096684,-0.07609587,-0.07613005,-0.07610401,-0.0760918,-0.07611621,-0.07611459,-0.0760918,-0.07610564,-0.07612761,-0.07609506,-0.076097496,-0.076134115,-0.0761626,-0.07605111,-0.07628141,-0.07589486,-0.07650602,-0.075542495,-0.077065095,-0.07461884,-0.078972615,0
-0.071715295,-0.08414594,-0.079512216,-0.08211146,-0.08049853,-0.08150926,-0.08088183,-0.08131232,-0.0812106,-0.081574365,-0.08140347,-0.08147671,-0.08129035,-0.08129442,-0.08119921,-0.08150926,-0.07859019,0.079126485,0.09872907,0.09218619,0.0961168,0.09292674,0.0966539,0.09167351,0.09881045,0.087742895,0.10676932,0.053395238,-0.096344665,-0.07372536,-0.08561077,-0.07831595,-0.0832345,-0.07962127,-0.08266485,-0.0795643,-0.083446085,-0.07818656,-0.086082764,-0.07283263,-0.09698756,-0.017171795,0.09435902,0.07039614,0.08388553,0.07554499,0.08109993,0.07798636,0.079924814,0.07880585,0.079386085,0.07914032,0.07915334,0.079146825,0.07924122,0.07945688,0.079443865,0.07944223,0.07941375,0.07945037,0.07943979,0.07942433,0.0794284,0.07946584,0.07941131,0.07944468,0.0794284,0.07954314,0.07959848,0.07917043,0.07915904,0.07912242,0.07915904,0.07939666,0.079089046,0.07933644,0.07948699,0.07941619,0.0794284,0.07944956,0.07943898,0.07941864,0.07943979,0.07945119,0.079417005,0.079438165,0.07920379,0.0791273,0.07913869,0.07916555,0.079146825,0.07912974,0.07915578,0.07915578,0.079131365,0.07914276,0.07917205,0.07929738,0.07898489,0.07961395,0.07849091,0.08033659,0.07744926,0.08220098,0.07463843,0.08792193,0.052382883,-0.09101433,-0.076187074,-0.084137805,-0.07925099,-0.0823556,-0.080612466,-0.08191615,-0.08118049,-0.081558086,-0.08139533,-0.08137173,-0.0813758,-0.08141161,-0.081374176,-0.08137092,-0.08140347,-0.08138719,-0.081367664,-0.08138719,-0.08139533,-0.081368476,-0.081379056,-0.08141161,-0.081372544,-0.08137173,-0.08141161,-0.081379056,-0.081367664,-0.08139533,-0.08139533,-0.081367664,-0.081379056,-0.08140347,-0.08137092,-0.081374176,-0.08141161,-0.08144416,-0.08132453,-0.08156623,-0.08115771,-0.08181036,-0.080780104,-0.082404435,-0.07979298,-0.08444705,0
0.035648737,0.04182945,0.03952399,0.04061609,0.040569708,0.03955654,0.041989762,0.03757253,0.044813603,0.03337339,0.051732417,0.018838348,0.13372143,-0.008058197,-0.0792677,-0.05320944,-0.06832553,-0.0601014,-0.06328493,-0.06458211,-0.056104895,-0.07394309,0.0021418051,0.050463725,0.035151515,0.043471668,0.036698524,0.04021408,0.03311298,0.055103935,0.02451044,0.07278345,-0.011275014,0.11548446,-0.104311176,0.6739293,0.39840552,-0.15506704,0.0075204466,-0.09078604,-0.030656971,-0.070748985,-0.04585932,-0.060535148,-0.052572247,-0.05641413,-0.05318177,-0.052565735,-0.052756976,-0.052662577,-0.052726053,-0.05268292,-0.052683733,-0.05274477,-0.052638162,-0.052775692,-0.052569803,-0.05298402,-0.051319826,-0.049913604,-0.050326195,-0.05009101,-0.050227728,-0.050175644,-0.050175644,-0.050191104,-0.050166693,-0.050243188,-0.050025094,-0.052150704,-0.052954726,-0.052449364,-0.053026337,-0.051967602,-0.051061045,-0.053050753,-0.052531555,-0.05280743,-0.05261619,-0.05275779,-0.052669086,-0.05270408,-0.052691873,-0.05271059,-0.052687805,-0.052694313,-0.0527171,-0.052691057,-0.05268943,-0.052712217,-0.05269513,-0.052691873,-0.052843235,-0.05248517,-0.053176075,-0.051970042,-0.053949986,-0.050829116,-0.05567847,-0.04798737,-0.06488972,-0.0021711015,0.047517817,0.03288756,0.040831745,0.03590508,0.03906013,0.03706147,0.038282964,0.03758067,0.037947685,0.037790626,0.037805274,0.03779958,0.03778981,0.03779958,0.037805274,0.037790626,0.037794694,0.037811782,0.03779388,0.03779144,0.037806902,0.03779795,0.03778981,0.037801202,0.037803646,0.037790626,0.037795506,0.037810154,0.037792254,0.037792254,0.037809342,0.037796322,0.037790626,0.03780283,0.03780202,0.037790626,0.037797134,0.037808526,0.037792254,0.037793066,0.037811782,0.037825618,0.03777028,0.03788421,0.03769297,0.037996512,0.037517194,0.0382732,0.03705903,0.03922126,0
-0.06611693,-0.07758075,-0.07330267,-0.075708225,-0.074207604,-0.07516217,-0.07498802,-0.07426131,-0.07618266,-0.07269233,-0.078580074,-0.069083996,-0.08404791,-0.05976044,-0.10479134,0.06496298,0.2153687,0.17325523,0.194137,0.18412742,0.18610492,0.19172005,0.17681149,0.20826435,0.10963337,-0.0989809,-0.062463026,-0.08237151,-0.07015169,-0.07794695,-0.07299668,-0.075977586,-0.07443628,-0.07501976,-0.075164616,-0.07461856,-0.0741368,0.0030121508,0.05619524,0.060850915,0.061982892,0.061628897,0.061781887,0.06165168,0.06212449,0.062148906,0.06279668,0.06281784,0.06312301,0.063167766,0.062983036,0.06314335,0.06305058,0.06321985,0.06303187,0.063114055,0.063468866,0.06343388,0.06323938,0.062966764,0.06302861,0.06312382,0.063516065,0.06367801,0.06352013,0.063178346,0.06310836,0.06329553,0.06333622,0.06350305,0.06354699,0.06316451,0.06336063,0.063368775,0.06357629,0.06344446,0.06358036,0.063669875,0.06375532,0.06363895,0.063680455,0.06385704,0.06343876,0.06334598,0.063453406,0.063600704,0.063485146,0.06326135,0.06336552,0.06330286,0.063263796,0.063246705,0.063599885,0.063765086,0.0634884,0.064246036,0.062939905,0.064662695,0.061785143,0.06638385,0.058968626,0.07319118,-0.030556072,-0.08191579,-0.070902,-0.07723001,-0.073256284,-0.075814016,-0.07418726,-0.07517845,-0.07462344,-0.07489525,-0.07478701,-0.0747683,-0.07474958,-0.0747683,-0.07477969,-0.074752025,-0.07475854,-0.0747919,-0.074756905,-0.07475284,-0.074783765,-0.07476504,-0.07475039,-0.07477155,-0.07477644,-0.07475121,-0.07476097,-0.07479027,-0.07475528,-0.07475447,-0.07478783,-0.074762605,-0.07475039,-0.07477481,-0.074773185,-0.07475039,-0.07476342,-0.0747862,-0.07475365,-0.07475609,-0.0747919,-0.074819565,-0.07471052,-0.07493594,-0.074556716,-0.075158104,-0.07421085,-0.07570659,-0.07330348,-0.07758075,0
-0.06778951,-0.079652935,-0.07528126,-0.077750295,-0.07644742,-0.07714158,-0.07677538,-0.07686489,-0.07699185,-0.07661262,-0.07750616,-0.075825684,-0.07893192,-0.068563424,0.07430308,0.0906155,0.06815328,0.05296307,0.041331574,0.037436776,0.029997109,0.031186055,0.02141488,0.032391276,-0.007863407,-0.08697786,-0.07197727,-0.079663515,-0.07511199,-0.07763556,-0.07673876,-0.0762985,-0.078109995,-0.07456187,-0.08225788,-0.041494332,0.06148101,0.087539375,0.09116888,0.090086535,0.09066433,0.09049343,0.090013295,0.09011095,0.090013295,0.089516886,0.089590125,0.090281844,0.090119086,0.09100612,0.092487216,0.092031494,0.09142116,0.09097357,0.09074571,0.0904853,0.09099798,0.09244653,0.092064045,0.092186116,0.09212101,0.091852464,0.09136419,0.090436466,0.091054946,0.09219425,0.09191757,0.09170598,0.09184433,0.092593014,0.09266625,0.091868736,0.091974534,0.09141301,0.09096543,0.091990806,0.09344749,0.09163274,0.09152695,0.09221053,0.09148626,0.09251977,0.092064045,0.09166529,0.0904446,0.09034695,0.089834265,0.09081081,0.09318708,0.09161647,0.09251977,0.090281844,0.09369977,0.08794627,0.09664568,0.08236367,0.107794605,0.027078858,-0.09549824,-0.067601524,-0.082322985,-0.073268756,-0.07923628,-0.07548064,-0.077786915,-0.07644986,-0.07714403,-0.07685269,-0.0768592,-0.076894194,-0.07686082,-0.07685269,-0.07688198,-0.07686978,-0.07685106,-0.07686978,-0.07688198,-0.07685269,-0.07686001,-0.076894194,-0.07685839,-0.07685432,-0.07688605,-0.07686652,-0.07685106,-0.076873034,-0.076877914,-0.076851875,-0.076862454,-0.07689256,-0.07685594,-0.07685513,-0.07689012,-0.07686408,-0.076851875,-0.07687629,-0.07687466,-0.07685106,-0.07686489,-0.07688768,-0.07685432,-0.076856755,-0.076894194,-0.07692267,-0.07681037,-0.077043116,-0.0766525,-0.077270165,-0.076296866,-0.077834114,-0.07536427,-0.07976117,0
